Circles			Editing site 		
chr2L	21279291	21279292	chr2L	21279291	21279292
chr2L	3067533	3067534	chr2L	3067533	3067534
chr2L	19703184	19703185	chr2L	19703184	19703185
chr2L	2945651	2945652	chr2L	2945651	2945652
chr2L	2935171	2935172	chr2L	2935171	2935172
chr2L	14077771	14077772	chr2L	14077771	14077772
chr2L	14078936	14078937	chr2L	14078936	14078937
chr2L	14077774	14077775	chr2L	14077774	14077775
chr2L	14077772	14077773	chr2L	14077772	14077773
chr2L	14077162	14077163	chr2L	14077162	14077163
chr2L	14077178	14077179	chr2L	14077178	14077179
chr2L	14077277	14077278	chr2L	14077277	14077278
chr2L	3762371	3762372	chr2L	3762371	3762372
chr2L	3761991	3761992	chr2L	3761991	3761992
chr2L	3761976	3761977	chr2L	3761976	3761977
chr2L	3762337	3762338	chr2L	3762337	3762338
chr2L	1934013	1934014	chr2L	1934013	1934014
chr2L	2945651	2945652	chr2L	2945651	2945652
chr2L	16622443	16622444	chr2L	16622443	16622444
chr2L	2995807	2995808	chr2L	2995807	2995808
chr2L	21296179	21296180	chr2L	21296179	21296180
chr2L	21290317	21290318	chr2L	21290317	21290318
chr2L	21295703	21295704	chr2L	21295703	21295704
chr2L	21293884	21293885	chr2L	21293884	21293885
chr2L	21290225	21290226	chr2L	21290225	21290226
chr2L	21295673	21295674	chr2L	21295673	21295674
chr2L	21290305	21290306	chr2L	21290305	21290306
chr2L	21296022	21296023	chr2L	21296022	21296023
chr2L	21290256	21290257	chr2L	21290256	21290257
chr2L	21295795	21295796	chr2L	21295795	21295796
chr2L	21295799	21295800	chr2L	21295799	21295800
chr2L	14062529	14062530	chr2L	14062529	14062530
chr2L	10392464	10392465	chr2L	10392464	10392465
chr2L	16622443	16622444	chr2L	16622443	16622444
chr2L	21280820	21280821	chr2L	21280820	21280821
chr2L	21280821	21280822	chr2L	21280821	21280822
chr2L	21279291	21279292	chr2L	21279291	21279292
chr2L	21722057	21722058	chr2L	21722057	21722058
chr2L	21721307	21721308	chr2L	21721307	21721308
chr2L	21725883	21725884	chr2L	21725883	21725884
chr2L	8113705	8113706	chr2L	8113705	8113706
chr2L	8112103	8112104	chr2L	8112103	8112104
chr2L	8113475	8113476	chr2L	8113475	8113476
chr2L	8113619	8113620	chr2L	8113619	8113620
chr2L	19703184	19703185	chr2L	19703184	19703185
chr2L	10440019	10440020	chr2L	10440019	10440020
chr2L	6055288	6055289	chr2L	6055288	6055289
chr2L	6059268	6059269	chr2L	6059268	6059269
chr2L	14091180	14091181	chr2L	14091180	14091181
chr2L	5206237	5206238	chr2L	5206237	5206238
chr2L	5206234	5206235	chr2L	5206234	5206235
chr2L	5206233	5206234	chr2L	5206233	5206234
chr2L	6616441	6616442	chr2L	6616441	6616442
chr2L	11817946	11817947	chr2L	11817946	11817947
chr2L	11830365	11830366	chr2L	11830365	11830366
chr2L	11829776	11829777	chr2L	11829776	11829777
chr2L	11830350	11830351	chr2L	11830350	11830351
chr2L	11829789	11829790	chr2L	11829789	11829790
chr2L	11829759	11829760	chr2L	11829759	11829760
chr2L	11829758	11829759	chr2L	11829758	11829759
chr2L	16247535	16247536	chr2L	16247535	16247536
chr2L	16248164	16248165	chr2L	16248164	16248165
chr2L	16248172	16248173	chr2L	16248172	16248173
chr2L	11800870	11800871	chr2L	11800870	11800871
chr2L	11800464	11800465	chr2L	11800464	11800465
chr2L	3361215	3361216	chr2L	3361215	3361216
chr2L	7652305	7652306	chr2L	7652305	7652306
chr2L	7652304	7652305	chr2L	7652304	7652305
chr2L	4192659	4192660	chr2L	4192659	4192660
chr2L	9809297	9809298	chr2L	9809297	9809298
chr2L	9812118	9812119	chr2L	9812118	9812119
chr2L	9809349	9809350	chr2L	9809349	9809350
chr2L	9809365	9809366	chr2L	9809365	9809366
chr2L	9809350	9809351	chr2L	9809350	9809351
chr2L	9810071	9810072	chr2L	9810071	9810072
chr2L	9814564	9814565	chr2L	9814564	9814565
chr2L	9814574	9814575	chr2L	9814574	9814575
chr2L	9814572	9814573	chr2L	9814572	9814573
chr2L	9814356	9814357	chr2L	9814356	9814357
chr2L	9814580	9814581	chr2L	9814580	9814581
chr2L	9814581	9814582	chr2L	9814581	9814582
chr2L	9814785	9814786	chr2L	9814785	9814786
chr2L	6580035	6580036	chr2L	6580035	6580036
chr2L	8224281	8224282	chr2L	8224281	8224282
chr2L	8225347	8225348	chr2L	8225347	8225348
chr2L	13031124	13031125	chr2L	13031124	13031125
chr2L	22550105	22550106	chr2L	22550105	22550106
chr2L	22550109	22550110	chr2L	22550109	22550110
chr2L	22553534	22553535	chr2L	22553534	22553535
chr2L	1010857	1010858	chr2L	1010857	1010858
chr2L	9726962	9726963	chr2L	9726962	9726963
chr2L	9723942	9723943	chr2L	9723942	9723943
chr2L	9723943	9723944	chr2L	9723943	9723944
chr2L	9724082	9724083	chr2L	9724082	9724083
chr2L	9724823	9724824	chr2L	9724823	9724824
chr2L	9725128	9725129	chr2L	9725128	9725129
chr2L	9726963	9726964	chr2L	9726963	9726964
chr2L	21615958	21615959	chr2L	21615958	21615959
chr2L	3891570	3891571	chr2L	3891570	3891571
chr2L	8224281	8224282	chr2L	8224281	8224282
chr2L	8225347	8225348	chr2L	8225347	8225348
chr2L	14196162	14196163	chr2L	14196162	14196163
chr2L	3361215	3361216	chr2L	3361215	3361216
chr2L	7477287	7477288	chr2L	7477287	7477288
chr2L	12498711	12498712	chr2L	12498711	12498712
chr2L	12498708	12498709	chr2L	12498708	12498709
chr2L	12502230	12502231	chr2L	12502230	12502231
chr2L	12501470	12501471	chr2L	12501470	12501471
chr2L	12503135	12503136	chr2L	12503135	12503136
chr2L	12501464	12501465	chr2L	12501464	12501465
chr2L	12501462	12501463	chr2L	12501462	12501463
chr2L	12501466	12501467	chr2L	12501466	12501467
chr2L	12501908	12501909	chr2L	12501908	12501909
chr2L	12539627	12539628	chr2L	12539627	12539628
chr2L	12537825	12537826	chr2L	12537825	12537826
chr2L	9800942	9800943	chr2L	9800942	9800943
chr2L	9801071	9801072	chr2L	9801071	9801072
chr2L	9802217	9802218	chr2L	9802217	9802218
chr2L	9800125	9800126	chr2L	9800125	9800126
chr2L	9800126	9800127	chr2L	9800126	9800127
chr2L	9804561	9804562	chr2L	9804561	9804562
chr2L	9802376	9802377	chr2L	9802376	9802377
chr2L	9800943	9800944	chr2L	9800943	9800944
chr2L	9802377	9802378	chr2L	9802377	9802378
chr2L	22125331	22125332	chr2L	22125331	22125332
chr2L	22132942	22132943	chr2L	22132942	22132943
chr2L	22132927	22132928	chr2L	22132927	22132928
chr2L	22125352	22125353	chr2L	22125352	22125353
chr2L	22125353	22125354	chr2L	22125353	22125354
chr2L	22125359	22125360	chr2L	22125359	22125360
chr2L	22125341	22125342	chr2L	22125341	22125342
chr2L	22206123	22206124	chr2L	22206123	22206124
chr2L	14196162	14196163	chr2L	14196162	14196163
chr2L	7230012	7230013	chr2L	7230012	7230013
chr2L	7228779	7228780	chr2L	7228779	7228780
chr2L	16247535	16247536	chr2L	16247535	16247536
chr2L	16248164	16248165	chr2L	16248164	16248165
chr2L	16248172	16248173	chr2L	16248172	16248173
chr2L	7652305	7652306	chr2L	7652305	7652306
chr2L	7652304	7652305	chr2L	7652304	7652305
chr2L	19403563	19403564	chr2L	19403563	19403564
chr2L	19403564	19403565	chr2L	19403564	19403565
chr2L	12728495	12728496	chr2L	12728495	12728496
chr2L	12728494	12728495	chr2L	12728494	12728495
chr2L	14091977	14091978	chr2L	14091977	14091978
chr2L	1841994	1841995	chr2L	1841994	1841995
chr2L	1844499	1844500	chr2L	1844499	1844500
chr2L	1852226	1852227	chr2L	1852226	1852227
chr2L	1852176	1852177	chr2L	1852176	1852177
chr2L	1852373	1852374	chr2L	1852373	1852374
chr2L	1852227	1852228	chr2L	1852227	1852228
chr2L	1852225	1852226	chr2L	1852225	1852226
chr2L	1292845	1292846	chr2L	1292845	1292846
chr2L	3067533	3067534	chr2L	3067533	3067534
chr2L	2406752	2406753	chr2L	2406752	2406753
chr2L	2713913	2713914	chr2L	2713913	2713914
chr2L	2715357	2715358	chr2L	2715357	2715358
chr2L	2708685	2708686	chr2L	2708685	2708686
chr2L	2715474	2715475	chr2L	2715474	2715475
chr2L	5173944	5173945	chr2L	5173944	5173945
chr2L	5175564	5175565	chr2L	5175564	5175565
chr2L	5171582	5171583	chr2L	5171582	5171583
chr2L	5176212	5176213	chr2L	5176212	5176213
chr2L	5175888	5175889	chr2L	5175888	5175889
chr2L	5174268	5174269	chr2L	5174268	5174269
chr2L	5175240	5175241	chr2L	5175240	5175241
chr2L	5174916	5174917	chr2L	5174916	5174917
chr2L	5176860	5176861	chr2L	5176860	5176861
chr2L	5171885	5171886	chr2L	5171885	5171886
chr2L	5171820	5171821	chr2L	5171820	5171821
chr2L	5182718	5182719	chr2L	5182718	5182719
chr2L	5181809	5181810	chr2L	5181809	5181810
chr2L	5185155	5185156	chr2L	5185155	5185156
chr2L	5177508	5177509	chr2L	5177508	5177509
chr2L	5184550	5184551	chr2L	5184550	5184551
chr2L	5182956	5182957	chr2L	5182956	5182957
chr2L	5182047	5182048	chr2L	5182047	5182048
chr2L	5182653	5182654	chr2L	5182653	5182654
chr2L	5184236	5184237	chr2L	5184236	5184237
chr2L	8089205	8089206	chr2L	8089205	8089206
chr2L	7430134	7430135	chr2L	7430134	7430135
chr2L	10432393	10432394	chr2L	10432393	10432394
chr2L	21689440	21689441	chr2L	21689440	21689441
chr2L	21708767	21708768	chr2L	21708767	21708768
chr2L	21708768	21708769	chr2L	21708768	21708769
chr2L	21708495	21708496	chr2L	21708495	21708496
chr2L	21708464	21708465	chr2L	21708464	21708465
chr2L	21707291	21707292	chr2L	21707291	21707292
chr2L	21707169	21707170	chr2L	21707169	21707170
chr2L	21707292	21707293	chr2L	21707292	21707293
chr2L	21708759	21708760	chr2L	21708759	21708760
chr2L	21707179	21707180	chr2L	21707179	21707180
chr2L	21707178	21707179	chr2L	21707178	21707179
chr2L	21708737	21708738	chr2L	21708737	21708738
chr2L	21707180	21707181	chr2L	21707180	21707181
chr2L	21707166	21707167	chr2L	21707166	21707167
chr2L	21707163	21707164	chr2L	21707163	21707164
chr2L	21707293	21707294	chr2L	21707293	21707294
chr2L	21707168	21707169	chr2L	21707168	21707169
chr2L	21707165	21707166	chr2L	21707165	21707166
chr2L	21707280	21707281	chr2L	21707280	21707281
chr2L	21707267	21707268	chr2L	21707267	21707268
chr2L	21707167	21707168	chr2L	21707167	21707168
chr2L	21707183	21707184	chr2L	21707183	21707184
chr2L	21707308	21707309	chr2L	21707308	21707309
chr2L	21707181	21707182	chr2L	21707181	21707182
chr2L	21707147	21707148	chr2L	21707147	21707148
chr2L	21708520	21708521	chr2L	21708520	21708521
chr2L	21708713	21708714	chr2L	21708713	21708714
chr2L	21707182	21707183	chr2L	21707182	21707183
chr2L	21707161	21707162	chr2L	21707161	21707162
chr2L	21708526	21708527	chr2L	21708526	21708527
chr2L	21708525	21708526	chr2L	21708525	21708526
chr2L	21708750	21708751	chr2L	21708750	21708751
chr2L	21709736	21709737	chr2L	21709736	21709737
chr2L	21709791	21709792	chr2L	21709791	21709792
chr2L	21710142	21710143	chr2L	21710142	21710143
chr2L	21709729	21709730	chr2L	21709729	21709730
chr2L	21709887	21709888	chr2L	21709887	21709888
chr2L	21709757	21709758	chr2L	21709757	21709758
chr2L	21710082	21710083	chr2L	21710082	21710083
chr2L	21708910	21708911	chr2L	21708910	21708911
chr2L	21709751	21709752	chr2L	21709751	21709752
chr2L	21710075	21710076	chr2L	21710075	21710076
chr2L	21710150	21710151	chr2L	21710150	21710151
chr2L	21709706	21709707	chr2L	21709706	21709707
chr2L	21710084	21710085	chr2L	21710084	21710085
chr2L	21710149	21710150	chr2L	21710149	21710150
chr2L	21709842	21709843	chr2L	21709842	21709843
chr2L	21709875	21709876	chr2L	21709875	21709876
chr2L	21710001	21710002	chr2L	21710001	21710002
chr2L	21709795	21709796	chr2L	21709795	21709796
chr2L	21708919	21708920	chr2L	21708919	21708920
chr2L	21709716	21709717	chr2L	21709716	21709717
chr2L	21708869	21708870	chr2L	21708869	21708870
chr2L	21708863	21708864	chr2L	21708863	21708864
chr2L	21708857	21708858	chr2L	21708857	21708858
chr2L	21710181	21710182	chr2L	21710181	21710182
chr2L	21708849	21708850	chr2L	21708849	21708850
chr2L	21708856	21708857	chr2L	21708856	21708857
chr2L	21709893	21709894	chr2L	21709893	21709894
chr2L	336692	336693	chr2L	336692	336693
chr2L	5126786	5126787	chr2L	5126786	5126787
chr2L	9234315	9234316	chr2L	9234315	9234316
chr2L	9234363	9234364	chr2L	9234363	9234364
chr2L	5126786	5126787	chr2L	5126786	5126787
chr2L	9652515	9652516	chr2L	9652515	9652516
chr2L	12728495	12728496	chr2L	12728495	12728496
chr2L	12728494	12728495	chr2L	12728494	12728495
chr2L	12737090	12737091	chr2L	12737090	12737091
chr2L	12737096	12737097	chr2L	12737096	12737097
chr2L	21689440	21689441	chr2L	21689440	21689441
chr2L	21708767	21708768	chr2L	21708767	21708768
chr2L	21708768	21708769	chr2L	21708768	21708769
chr2L	21708495	21708496	chr2L	21708495	21708496
chr2L	21708464	21708465	chr2L	21708464	21708465
chr2L	21707291	21707292	chr2L	21707291	21707292
chr2L	21707169	21707170	chr2L	21707169	21707170
chr2L	21707292	21707293	chr2L	21707292	21707293
chr2L	21708759	21708760	chr2L	21708759	21708760
chr2L	21707179	21707180	chr2L	21707179	21707180
chr2L	21707178	21707179	chr2L	21707178	21707179
chr2L	21708737	21708738	chr2L	21708737	21708738
chr2L	21707180	21707181	chr2L	21707180	21707181
chr2L	21707166	21707167	chr2L	21707166	21707167
chr2L	21707163	21707164	chr2L	21707163	21707164
chr2L	21707293	21707294	chr2L	21707293	21707294
chr2L	21707168	21707169	chr2L	21707168	21707169
chr2L	21707165	21707166	chr2L	21707165	21707166
chr2L	21707280	21707281	chr2L	21707280	21707281
chr2L	21707267	21707268	chr2L	21707267	21707268
chr2L	21707167	21707168	chr2L	21707167	21707168
chr2L	21707183	21707184	chr2L	21707183	21707184
chr2L	21707308	21707309	chr2L	21707308	21707309
chr2L	21707181	21707182	chr2L	21707181	21707182
chr2L	21707147	21707148	chr2L	21707147	21707148
chr2L	21708520	21708521	chr2L	21708520	21708521
chr2L	21708713	21708714	chr2L	21708713	21708714
chr2L	21707182	21707183	chr2L	21707182	21707183
chr2L	21707161	21707162	chr2L	21707161	21707162
chr2L	21708526	21708527	chr2L	21708526	21708527
chr2L	21708525	21708526	chr2L	21708525	21708526
chr2L	21708750	21708751	chr2L	21708750	21708751
chr2L	21712536	21712537	chr2L	21712536	21712537
chr2L	21709736	21709737	chr2L	21709736	21709737
chr2L	21709791	21709792	chr2L	21709791	21709792
chr2L	21710142	21710143	chr2L	21710142	21710143
chr2L	21709729	21709730	chr2L	21709729	21709730
chr2L	21709887	21709888	chr2L	21709887	21709888
chr2L	21709757	21709758	chr2L	21709757	21709758
chr2L	21710082	21710083	chr2L	21710082	21710083
chr2L	21708910	21708911	chr2L	21708910	21708911
chr2L	21709751	21709752	chr2L	21709751	21709752
chr2L	21710075	21710076	chr2L	21710075	21710076
chr2L	21710150	21710151	chr2L	21710150	21710151
chr2L	21709706	21709707	chr2L	21709706	21709707
chr2L	21710084	21710085	chr2L	21710084	21710085
chr2L	21710149	21710150	chr2L	21710149	21710150
chr2L	21709842	21709843	chr2L	21709842	21709843
chr2L	21709875	21709876	chr2L	21709875	21709876
chr2L	21710001	21710002	chr2L	21710001	21710002
chr2L	21709795	21709796	chr2L	21709795	21709796
chr2L	21708919	21708920	chr2L	21708919	21708920
chr2L	21709716	21709717	chr2L	21709716	21709717
chr2L	21708869	21708870	chr2L	21708869	21708870
chr2L	21708863	21708864	chr2L	21708863	21708864
chr2L	21708857	21708858	chr2L	21708857	21708858
chr2L	21710181	21710182	chr2L	21710181	21710182
chr2L	21708849	21708850	chr2L	21708849	21708850
chr2L	21708856	21708857	chr2L	21708856	21708857
chr2L	21709893	21709894	chr2L	21709893	21709894
chr2L	336692	336693	chr2L	336692	336693
chr2L	5191626	5191627	chr2L	5191626	5191627
chr2L	5191626	5191627	chr2L	5191626	5191627
chr2L	4306987	4306988	chr2L	4306987	4306988
chr2L	4305020	4305021	chr2L	4305020	4305021
chr2L	4308806	4308807	chr2L	4308806	4308807
chr2L	4312814	4312815	chr2L	4312814	4312815
chr2L	4311269	4311270	chr2L	4311269	4311270
chr2L	4312802	4312803	chr2L	4312802	4312803
chr2L	4318105	4318106	chr2L	4318105	4318106
chr2L	4310827	4310828	chr2L	4310827	4310828
chr2L	4311270	4311271	chr2L	4311270	4311271
chr2L	4310833	4310834	chr2L	4310833	4310834
chr2L	4316475	4316476	chr2L	4316475	4316476
chr2L	4316688	4316689	chr2L	4316688	4316689
chr2L	4314586	4314587	chr2L	4314586	4314587
chr2L	4314575	4314576	chr2L	4314575	4314576
chr2L	4314576	4314577	chr2L	4314576	4314577
chr2L	4317524	4317525	chr2L	4317524	4317525
chr2L	4310609	4310610	chr2L	4310609	4310610
chr2L	4310842	4310843	chr2L	4310842	4310843
chr2L	4318481	4318482	chr2L	4318481	4318482
chr2L	4310879	4310880	chr2L	4310879	4310880
chr2L	179474	179475	chr2L	179474	179475
chr2L	4306987	4306988	chr2L	4306987	4306988
chr2L	4308806	4308807	chr2L	4308806	4308807
chr2L	4312814	4312815	chr2L	4312814	4312815
chr2L	4311269	4311270	chr2L	4311269	4311270
chr2L	4312802	4312803	chr2L	4312802	4312803
chr2L	4318105	4318106	chr2L	4318105	4318106
chr2L	4310827	4310828	chr2L	4310827	4310828
chr2L	4311270	4311271	chr2L	4311270	4311271
chr2L	4310833	4310834	chr2L	4310833	4310834
chr2L	4316475	4316476	chr2L	4316475	4316476
chr2L	4316688	4316689	chr2L	4316688	4316689
chr2L	4314586	4314587	chr2L	4314586	4314587
chr2L	4314575	4314576	chr2L	4314575	4314576
chr2L	4314576	4314577	chr2L	4314576	4314577
chr2L	4317524	4317525	chr2L	4317524	4317525
chr2L	4310609	4310610	chr2L	4310609	4310610
chr2L	4310842	4310843	chr2L	4310842	4310843
chr2L	4318481	4318482	chr2L	4318481	4318482
chr2L	4310879	4310880	chr2L	4310879	4310880
chr2L	14062529	14062530	chr2L	14062529	14062530
chr2L	16622443	16622444	chr2L	16622443	16622444
chr2L	5185155	5185156	chr2L	5185155	5185156
chr2L	9234315	9234316	chr2L	9234315	9234316
chr2L	9234363	9234364	chr2L	9234363	9234364
chr2L	10425335	10425336	chr2L	10425335	10425336
chr2L	10433476	10433477	chr2L	10433476	10433477
chr2L	10432393	10432394	chr2L	10432393	10432394
chr2L	10435540	10435541	chr2L	10435540	10435541
chr2L	10440019	10440020	chr2L	10440019	10440020
chr2L	17395909	17395910	chr2L	17395909	17395910
chr2L	21123721	21123722	chr2L	21123721	21123722
chr2L	21123710	21123711	chr2L	21123710	21123711
chr2L	21123664	21123665	chr2L	21123664	21123665
chr2L	21127690	21127691	chr2L	21127690	21127691
chr2L	21122992	21122993	chr2L	21122992	21122993
chr2L	21712536	21712537	chr2L	21712536	21712537
chr2L	21722057	21722058	chr2L	21722057	21722058
chr2L	21721307	21721308	chr2L	21721307	21721308
chr2L	21725883	21725884	chr2L	21725883	21725884
chr2L	13475843	13475844	chr2L	13475843	13475844
chr2L	13475844	13475845	chr2L	13475844	13475845
chr2L	13475851	13475852	chr2L	13475851	13475852
chr2L	13476008	13476009	chr2L	13476008	13476009
chr2L	13475999	13476000	chr2L	13475999	13476000
chr2L	13475998	13475999	chr2L	13475998	13475999
chr2L	13475993	13475994	chr2L	13475993	13475994
chr2L	13475990	13475991	chr2L	13475990	13475991
chr2L	10425335	10425336	chr2L	10425335	10425336
chr2L	6001044	6001045	chr2L	6001044	6001045
chr2L	17395909	17395910	chr2L	17395909	17395910
chr2L	1940756	1940757	chr2L	1940756	1940757
chr2L	21712536	21712537	chr2L	21712536	21712537
chr2L	3067533	3067534	chr2L	3067533	3067534
chr2L	3762371	3762372	chr2L	3762371	3762372
chr2L	3761991	3761992	chr2L	3761991	3761992
chr2L	3761976	3761977	chr2L	3761976	3761977
chr2L	3762337	3762338	chr2L	3762337	3762338
chr2L	5191626	5191627	chr2L	5191626	5191627
chr2L	6002102	6002103	chr2L	6002102	6002103
chr2L	6001997	6001998	chr2L	6001997	6001998
chr2L	6002057	6002058	chr2L	6002057	6002058
chr2L	6002117	6002118	chr2L	6002117	6002118
chr2L	6002008	6002009	chr2L	6002008	6002009
chr2L	6001990	6001991	chr2L	6001990	6001991
chr2L	6001989	6001990	chr2L	6001989	6001990
chr2L	6002058	6002059	chr2L	6002058	6002059
chr2L	21689440	21689441	chr2L	21689440	21689441
chr2L	5191626	5191627	chr2L	5191626	5191627
chr2L	11996407	11996408	chr2L	11996407	11996408
chr2L	22847311	22847312	chr2L	22847311	22847312
chr2L	22847308	22847309	chr2L	22847308	22847309
chr2L	22847320	22847321	chr2L	22847320	22847321
chr2L	22847341	22847342	chr2L	22847341	22847342
chr2L	22847346	22847347	chr2L	22847346	22847347
chr2L	22847319	22847320	chr2L	22847319	22847320
chr2L	22847318	22847319	chr2L	22847318	22847319
chr2L	22847338	22847339	chr2L	22847338	22847339
chr2L	22847340	22847341	chr2L	22847340	22847341
chr2L	22847345	22847346	chr2L	22847345	22847346
chr2L	22847339	22847340	chr2L	22847339	22847340
chr2L	7052664	7052665	chr2L	7052664	7052665
chr2L	7052677	7052678	chr2L	7052677	7052678
chr2L	22933111	22933112	chr2L	22933111	22933112
chr2L	22928247	22928248	chr2L	22928247	22928248
chr2L	22936398	22936399	chr2L	22936398	22936399
chr2L	22928480	22928481	chr2L	22928480	22928481
chr2L	22932379	22932380	chr2L	22932379	22932380
chr2L	22928508	22928509	chr2L	22928508	22928509
chr2L	22941780	22941781	chr2L	22941780	22941781
chr2L	5126786	5126787	chr2L	5126786	5126787
chr2L	5121762	5121763	chr2L	5121762	5121763
chr2L	202205	202206	chr2L	202205	202206
chr2L	6002102	6002103	chr2L	6002102	6002103
chr2L	6001997	6001998	chr2L	6001997	6001998
